ID,Localisation_producteur,X,Y,Secteur_activite,PRO,QA_t_kl,QSS_t_kl,QSP_t_kl,C/N,N_kg/t_L,P_kg/t_L,K_kg/t_L,C_kg/t_L,Prix_FCFA/kg_L,Type,destination,source,utilisation,Origine
150,151.0,14.0,7.68116,-5.050556,2.0,21.0,2.12,0.71,1.41,220.9333333333333,0.9,0.12,0.72,198.84,110.5,0.0,7.0,2.0,11.0,0.0
151,152.0,29.0,7.6948375,-5.0238594,6.0,23.0,1831.2,969.62,861.88,0.6333333333333333,12.0,12.0,1.0,7.6,10.0,0.0,6.0,3.0,11.0,0.0
152,153.0,0.0,7.6979921,-4.9665355,0.0,0.0,139356.0,58065.0,81291.0,13.7029702970297,5050.0,5645.0,3918.0,69200.0,50.0,0.0,12.0,3.0,0.0,0.0
153,154.0,27.0,7.669656,-4.995378,1.0,1.0,187.2,78.0,109.2,15.41860465116279,17.2,11.13,6.96,265.2,68.0,0.0,6.0,3.0,8.0,0.0
154,155.0,27.0,7.669692,-4.996481,1.0,1.0,25.5,10.5,14.7,15.41860465116279,17.2,11.13,6.96,265.2,150.0,0.0,6.0,3.0,8.0,0.0
155,156.0,27.0,7.669692,-4.996481,1.0,1.0,3.96,1.65,2.31,15.41860465116279,17.2,11.13,6.96,265.2,55.0,0.0,6.0,3.0,8.0,0.0
156,157.0,1.0,7.7297761,-5.029549,1.0,1.0,324.0,135.0,189.0,15.41860465116279,17.2,11.13,6.96,265.2,25.0,0.0,12.0,3.0,0.0,0.0
157,158.0,2.0,7.733258,-5.07806,1.0,1.0,36.0,12.0,24.0,15.41860465116279,17.2,11.13,6.96,265.2,80.0,0.0,12.0,3.0,0.0,0.0
158,159.0,3.0,7.7018479,-4.9873749,1.0,1.0,36.5,15.208,21.292,15.41860465116279,17.2,11.13,6.96,265.2,30.0,0.0,12.0,3.0,0.0,0.0
159,160.0,4.0,7.719345,-4.965051,1.0,1.0,48.0,20.0,28.0,15.41860465116279,17.2,11.13,6.96,265.2,80.0,0.0,12.0,3.0,0.0,0.0
160,161.0,4.0,7.7246042,-4.9702225,1.0,1.0,36.0,15.0,21.0,15.41860465116279,17.2,11.13,6.96,265.2,30.0,0.0,12.0,3.0,0.0,0.0
161,162.0,4.0,7.724476,-4.966772,1.0,1.0,107.4,44.75,62.65,15.41860465116279,17.2,11.13,6.96,265.2,65.0,0.0,12.0,3.0,0.0,0.0
162,163.0,2.0,7.733312,-5.078748,1.0,2.0,8.2,3.42,4.78,26.52,9.2,2.1,8.1,265.2,48.0,0.0,12.0,3.0,0.0,0.0
163,164.0,19.0,7.6741824,-5.0564076,1.0,22.0,8.4,3.19,5.22,118.80166666666665,1.395,1.485,1.1,115.17,50.0,0.0,6.0,3.0,0.0,0.0
164,165.0,5.0,7.7114418,-4.972965,1.0,18.0,76.65,31.95,44.7,13.46,26.0,12.0,8.0,350.0,10.0,0.0,12.0,3.0,8.0,0.0
165,166.0,5.0,7.7131672,-4.9701863,1.0,3.0,35.0,14.6,20.4,16.67,1.89,2.85,1.48,31.5,100.0,0.0,20.0,3.0,1.0,0.0
166,167.0,5.0,7.7131672,-4.9701863,1.0,3.0,23.0,9.6,13.4,16.67,1.89,2.85,1.48,31.5,200.0,0.0,20.0,3.0,1.0,0.0
167,168.0,6.0,7.711374,-5.056545,1.0,3.0,2.19,0.91,1.28,16.67,1.89,2.85,1.48,31.5,30.0,0.0,16.0,3.0,1.0,0.0
168,169.0,0.0,7.686289,-4.958266,1.0,3.0,2.4,1.0,1.4,16.67,1.89,2.85,1.48,31.5,65.0,0.0,16.0,3.0,1.0,0.0
169,170.0,0.0,7.686071,-4.958593,1.0,3.0,6.6,2.75,3.85,16.67,1.89,2.85,1.48,31.5,40.0,0.0,16.0,3.0,1.0,0.0
170,171.0,5.0,7.7114419,-4.9729651,1.0,3.0,3.3,1.4,1.9,16.67,1.89,2.85,1.48,31.5,80.0,0.0,16.0,3.0,1.0,0.0
171,172.0,7.0,7.660101,-5.003497,1.0,3.0,9.864,4.11,5.754,16.67,1.89,2.85,1.48,31.5,10.0,0.0,20.0,3.0,1.0,0.0
172,173.0,7.0,7.660101,-5.003497,1.0,3.0,6.57,2.738,3.832,16.67,1.89,2.85,1.48,31.5,64.0,0.0,20.0,3.0,1.0,0.0
173,174.0,8.0,7.7141646,-4.970018,1.0,3.0,39.42,16.425,22.995,16.67,1.89,2.85,1.48,31.5,35.0,0.0,20.0,3.0,2.0,0.0
174,175.0,9.0,7.6165171,-5.0362038,1.0,3.0,7.665,3.195,4.473,16.67,1.89,2.85,1.48,31.5,45.0,0.0,6.0,3.0,3.0,0.0
175,176.0,5.0,7.7140038,-4.9695952,1.0,3.0,14.0,5.85,8.15,16.67,1.89,2.85,1.48,31.5,27.5,0.0,12.0,3.0,3.0,0.0
176,177.0,3.0,7.7047982,-4.9849126,1.0,3.0,3.285,1.369,1.916,16.67,1.89,2.85,1.48,31.5,62.5,0.0,6.0,3.0,3.0,0.0
177,178.0,32.0,7.75893,-5.071378,1.0,4.0,3.25,1.35,1.89,4.276923076923077,6.5,18.88,18.49,27.8,5.0,0.0,12.0,3.0,3.0,0.0
178,179.0,32.0,7.75893,-5.071378,1.0,4.0,3.9,1.625,2.275,4.276923076923077,6.5,18.88,18.49,27.8,5.0,0.0,12.0,3.0,3.0,0.0
179,180.0,5.0,7.7115159,-4.974332,1.0,4.0,1.5,0.65,0.85,9.15625,3.2,2.5,2.0,29.3,62.5,0.0,6.0,3.0,8.0,0.0
180,181.0,14.0,7.68232,-5.05385,1.0,4.0,4.813,2.0,2.8,7.471938775510204,3.92,20.23,11.9,29.29,5.0,0.0,6.0,3.0,3.0,0.0
181,182.0,14.0,7.68232,-5.05385,1.0,4.0,2.0,0.8,1.12,7.471938775510204,3.92,20.23,11.9,29.29,25.0,0.0,6.0,3.0,3.0,0.0
182,183.0,7.0,7.6659632,-5.005519,1.0,4.0,4.5,1.875,2.625,4.276923076923077,6.5,18.88,18.49,27.8,15.0,0.0,6.0,3.0,3.0,0.0
183,184.0,7.0,7.6659632,-5.005519,1.0,4.0,7.5,3.125,4.375,4.276923076923077,6.5,18.88,18.49,27.8,15.0,0.0,6.0,3.0,3.0,0.0
184,185.0,34.0,7.6890281,-4.972176,1.0,4.0,34.0,16.19,17.81,7.471938775510204,3.92,20.23,11.9,29.29,20.0,0.0,6.0,3.0,3.0,0.0
185,186.0,13.0,7.694235,-5.054717,1.0,4.0,1.95,0.813,1.138,4.276923076923077,6.5,18.88,18.49,27.8,15.0,0.0,20.0,3.0,3.0,0.0
186,187.0,7.0,7.662548,-4.99779,1.0,4.0,36.4,14.42,20.18,4.276923076923077,6.5,18.88,18.49,27.8,67.5,0.0,20.0,3.0,3.0,0.0
187,188.0,15.0,7.7162807,-4.9812361,1.0,4.0,54.6,22.75,31.85,7.471938775510204,3.92,20.23,11.9,29.29,35.0,0.0,6.0,3.0,3.0,0.0
188,189.0,18.0,7.6735936,5.1454123,2.0,8.0,20.685000000000002,8.619,12.066500000000001,10.473461538461539,11.0,5.0,6.6,29.65,49.5,0.0,20.0,3.0,6.0,0.0
189,190.0,0.0,7.6979921,-4.9665355,0.0,0.0,139356.0,58065.0,81291.0,13.7029702970297,5050.0,5645.0,3918.0,69200.0,50.0,0.0,0.0,0.0,0.0,0.0
190,191.0,1.0,7.7297761,-5.029549,1.0,1.0,324.0,135.0,189.0,15.41860465116279,17.2,11.13,6.96,265.2,25.0,0.0,1.0,0.0,0.0,0.0
191,192.0,2.0,7.733258,-5.07806,1.0,1.0,36.0,12.0,24.0,15.41860465116279,17.2,11.13,6.96,265.2,80.0,0.0,1.0,0.0,0.0,0.0
192,193.0,3.0,7.7018479,-4.9873749,1.0,1.0,36.5,15.208,21.292,15.41860465116279,17.2,11.13,6.96,265.2,30.0,0.0,1.0,0.0,0.0,0.0
193,194.0,4.0,7.719345,-4.965051,1.0,1.0,48.0,20.0,28.0,15.41860465116279,17.2,11.13,6.96,265.2,80.0,0.0,2.0,0.0,0.0,0.0
194,195.0,4.0,7.7246042,-4.9702225,1.0,1.0,36.0,15.0,21.0,15.41860465116279,17.2,11.13,6.96,265.2,30.0,0.0,2.0,0.0,0.0,0.0
195,196.0,4.0,7.724476,-4.966772,1.0,1.0,107.4,44.75,62.65,15.41860465116279,17.2,11.13,6.96,265.2,65.0,0.0,2.0,0.0,0.0,0.0
196,197.0,2.0,7.733312,-5.078748,1.0,2.0,8.2,3.42,4.78,26.52,9.2,2.1,8.1,265.2,48.0,0.0,1.0,0.0,0.0,0.0
197,198.0,5.0,7.7131672,-4.9701863,1.0,3.0,35.0,14.6,20.4,16.67,1.89,2.85,1.48,31.5,100.0,0.0,1.0,0.0,1.0,0.0
198,199.0,5.0,7.7131672,-4.9701863,1.0,3.0,23.0,9.6,13.4,16.67,1.89,2.85,1.48,31.5,200.0,0.0,1.0,0.0,1.0,0.0
199,200.0,6.0,7.711374,-5.056545,1.0,3.0,2.19,0.91,1.28,16.67,1.89,2.85,1.48,31.5,30.0,0.0,1.0,0.0,1.0,0.0
200,201.0,0.0,7.686289,-4.958266,1.0,3.0,2.4,1.0,1.4,16.67,1.89,2.85,1.48,31.5,65.0,0.0,1.0,0.0,1.0,0.0
201,202.0,0.0,7.686071,-4.958593,1.0,3.0,6.6,2.75,3.85,16.67,1.89,2.85,1.48,31.5,40.0,0.0,1.0,0.0,1.0,0.0
202,203.0,5.0,7.7114419,-4.9729651,1.0,3.0,3.3,1.4,1.9,16.67,1.89,2.85,1.48,31.5,80.0,0.0,1.0,0.0,1.0,0.0
203,204.0,0.0,7.6861733,-4.9581737,1.0,3.0,4.5,2.4,2.1,16.66666666666667,1.89,2.85,1.48,31.5,15.0,0.0,1.0,0.0,1.0,0.0
204,205.0,7.0,7.660101,-5.003497,1.0,3.0,9.864,4.11,5.754,16.67,1.89,2.85,1.48,31.5,10.0,0.0,1.0,0.0,1.0,0.0
205,206.0,7.0,7.660101,-5.003497,1.0,3.0,6.57,2.738,3.832,16.67,1.89,2.85,1.48,31.5,64.0,0.0,1.0,0.0,1.0,0.0
206,207.0,8.0,7.7141646,-4.970018,1.0,3.0,39.42,16.425,22.995,16.67,1.89,2.85,1.48,31.5,35.0,0.0,1.0,0.0,2.0,0.0
207,208.0,9.0,7.6165171,-5.0362038,1.0,3.0,7.665,3.195,4.473,16.67,1.89,2.85,1.48,31.5,45.0,0.0,1.0,0.0,3.0,0.0
208,209.0,5.0,7.7140038,-4.9695952,1.0,3.0,14.0,5.85,8.15,16.67,1.89,2.85,1.48,31.5,27.5,0.0,1.0,0.0,3.0,0.0
209,210.0,3.0,7.7047982,-4.9849126,1.0,3.0,3.285,1.369,1.916,16.67,1.89,2.85,1.48,31.5,39.5,0.0,3.0,0.0,3.0,0.0
210,211.0,10.0,7.648463,-5.011233,1.0,4.0,4.16,1.82,2.34,4.276923076923077,6.5,18.88,18.49,27.8,6.0,0.0,1.0,0.0,3.0,0.0
211,212.0,11.0,7.6605606,-5.0591189,1.0,4.0,3.66,1.6,2.06,4.276923076923077,6.5,18.88,18.49,27.8,6.0,0.0,1.0,0.0,3.0,0.0
212,213.0,12.0,7.7006906,-5.0991083,1.0,4.0,1.95,0.8,1.15,4.276923076923077,6.5,18.88,18.49,27.8,6.0,0.0,1.0,0.0,3.0,0.0
213,214.0,13.0,7.694235,-5.054717,1.0,4.0,1.95,0.813,1.138,4.276923076923077,6.5,18.88,18.49,27.8,6.0,0.0,1.0,0.0,3.0,0.0
214,215.0,14.0,7.6762875,-5.0561406,1.0,4.0,1.3,0.55,0.75,7.471938775510204,3.92,20.23,11.9,29.29,5.0,0.0,1.0,0.0,3.0,0.0
215,216.0,7.0,7.663072,-5.002425,1.0,4.0,34.1,14.2,19.9,4.276923076923077,6.5,18.88,18.49,27.8,26.0,0.0,1.0,0.0,3.0,0.0
216,217.0,7.0,7.662548,-4.99779,1.0,4.0,36.4,14.42,20.18,4.276923076923077,6.5,18.88,18.49,27.8,13.5,0.0,1.0,0.0,3.0,0.0
217,218.0,15.0,7.7162807,-4.9812361,1.0,4.0,54.6,22.75,31.85,7.471938775510204,3.92,20.23,11.9,29.29,22.5,0.0,1.0,0.0,3.0,0.0
218,219.0,0.0,7.6847734,-4.9577988,2.0,5.0,6.75,4.5,2.25,220.9333333333333,0.9,0.12,0.72,198.84,110.5,0.0,4.0,0.0,4.0,0.0
219,220.0,16.0,7.7063625,-5.0328594,3.0,6.0,0.19,0.096,0.096,12.070969387755103,11.0,5.0,6.6,30.395,25.0,0.0,1.0,0.0,5.0,0.0
220,221.0,17.0,7.6928625,-5.0443906,0.0,7.0,6050.0,2520.0,3528.0,48.7,11.0,5.0,6.6,487.0,50.0,0.0,1.0,0.0,3.0,0.0
221,222.0,18.0,7.6735936,5.1454123,2.0,8.0,3025.095,1260.048,1764.048,11.445271713336497,11.0,5.0,6.6,147.245,55.0,0.0,1.0,0.0,6.0,0.0
222,223.0,29.0,7.6972026,-5.024676,6.0,24.0,21.657,3.822,17.835,16.67,7.4,0.36,9.28,31.5,211.0,0.0,1.0,0.0,4.0,1.0
223,224.0,0.0,7.6979921,-4.9665355,0.0,0.0,139356.0,58065.0,81291.0,13.7029702970297,5050.0,5645.0,3918.0,69200.0,50.0,0.0,0.0,0.0,11.0,1.0
224,225.0,1.0,7.7297761,-5.029549,1.0,1.0,324.0,135.0,189.0,15.41860465116279,17.2,11.13,6.96,265.2,25.0,0.0,1.0,0.0,11.0,1.0
225,226.0,2.0,7.733258,-5.07806,1.0,1.0,36.0,12.0,24.0,15.41860465116279,17.2,11.13,6.96,265.2,80.0,0.0,1.0,0.0,11.0,1.0
226,227.0,3.0,7.7018479,-4.9873749,1.0,1.0,36.5,15.208,21.292,15.41860465116279,17.2,11.13,6.96,265.2,30.0,0.0,1.0,0.0,11.0,1.0
227,228.0,4.0,7.719345,-4.965051,1.0,1.0,48.0,20.0,28.0,15.41860465116279,17.2,11.13,6.96,265.2,80.0,0.0,2.0,0.0,11.0,1.0
228,229.0,4.0,7.7246042,-4.9702225,1.0,1.0,36.0,15.0,21.0,15.41860465116279,17.2,11.13,6.96,265.2,30.0,0.0,2.0,0.0,11.0,1.0
229,230.0,4.0,7.724476,-4.966772,1.0,1.0,107.4,44.75,62.65,15.41860465116279,17.2,11.13,6.96,265.2,65.0,0.0,2.0,0.0,11.0,1.0
230,231.0,2.0,7.733312,-5.078748,1.0,2.0,8.2,3.42,4.78,26.52,9.2,2.1,8.1,265.2,48.0,0.0,1.0,0.0,11.0,1.0
231,232.0,5.0,7.7131672,-4.9701863,1.0,3.0,35.0,14.6,20.4,16.67,1.89,2.85,1.48,31.5,100.0,0.0,1.0,0.0,0.0,1.0
232,233.0,5.0,7.7131672,-4.9701863,1.0,3.0,23.0,9.6,13.4,16.67,1.89,2.85,1.48,31.5,200.0,0.0,1.0,0.0,0.0,1.0
233,234.0,6.0,7.711374,-5.056545,1.0,3.0,2.19,0.91,1.28,16.67,1.89,2.85,1.48,31.5,30.0,0.0,1.0,0.0,0.0,1.0
234,235.0,0.0,7.686289,-4.958266,1.0,3.0,2.4,1.0,1.4,16.67,1.89,2.85,1.48,31.5,65.0,0.0,1.0,0.0,0.0,1.0
235,236.0,0.0,7.686071,-4.958593,1.0,3.0,6.6,2.75,3.85,16.67,1.89,2.85,1.48,31.5,40.0,0.0,1.0,0.0,0.0,1.0
236,237.0,5.0,7.7114419,-4.9729651,1.0,3.0,3.3,1.4,1.9,16.67,1.89,2.85,1.48,31.5,80.0,0.0,1.0,0.0,0.0,1.0
237,238.0,10.0,7.649673,-5.012239,1.0,4.0,5.55,2.313,3.237,4.276923076923077,6.5,18.88,18.49,27.8,7.0,0.0,1.0,0.0,3.0,1.0
238,239.0,36.0,7.649673,-5.012239,1.0,4.0,2.55,1.063,1.487,4.276923076923077,6.5,18.88,18.49,27.8,7.0,0.0,1.0,0.0,3.0,1.0
239,240.0,20.0,7.7320375,-4.9979219,1.0,4.0,32.9,8.65,24.25,7.471938775510204,3.92,20.23,11.9,29.29,17.0,0.0,1.0,0.0,3.0,1.0
240,241.0,15.0,7.7212155,-4.9795013,1.0,4.0,43.2,18.0,25.2,7.471938775510204,3.92,20.23,11.9,29.29,10.0,0.0,1.0,0.0,3.0,1.0
241,242.0,15.0,7.72113,-4.9774961,1.0,4.0,74.88,31.2,43.68,7.471938775510204,3.92,20.23,11.9,29.29,33.0,0.0,1.0,0.0,3.0,1.0
242,243.0,2.0,7.7417238,-5.0923163,1.0,4.0,3.75,1.563,4.375,4.276923076923077,6.5,18.88,18.49,27.8,40.0,0.0,1.0,0.0,3.0,1.0
243,244.0,27.0,7.66924,-4.996268,1.0,4.0,3.6,1.5,2.1,4.276923076923077,6.5,18.88,18.49,27.8,13.0,0.0,1.0,0.0,3.0,1.0
244,245.0,19.0,7.6657929,-5.0428723,3.0,9.0,8.4,3.19,5.22,4.276923076923077,6.5,18.88,18.49,27.8,10.0,1.0,5.0,1.0,13.0,1.0
245,246.0,0.0,7.6979921,-4.9665355,0.0,0.0,139356.0,58065.0,81291.0,13.7029702970297,5050.0,5645.0,3918.0,69200.0,50.0,0.0,6.0,1.0,11.0,1.0
246,247.0,1.0,7.7297761,-5.029549,1.0,1.0,324.0,135.0,189.0,15.41860465116279,17.2,11.13,6.96,265.2,25.0,0.0,6.0,1.0,11.0,1.0
247,248.0,2.0,7.733258,-5.07806,1.0,1.0,36.0,12.0,24.0,15.41860465116279,17.2,11.13,6.96,265.2,80.0,0.0,6.0,1.0,11.0,1.0
248,249.0,3.0,7.7018479,-4.9873749,1.0,1.0,36.5,15.208,21.292,15.41860465116279,17.2,11.13,6.96,265.2,30.0,0.0,6.0,1.0,11.0,1.0
249,250.0,4.0,7.719345,-4.965051,1.0,1.0,48.0,20.0,28.0,15.41860465116279,17.2,11.13,6.96,265.2,80.0,0.0,6.0,1.0,11.0,1.0
250,251.0,4.0,7.7246042,-4.9702225,1.0,1.0,36.0,15.0,21.0,15.41860465116279,17.2,11.13,6.96,265.2,30.0,0.0,6.0,1.0,11.0,1.0
251,252.0,4.0,7.724476,-4.966772,1.0,1.0,107.4,44.75,62.65,15.41860465116279,17.2,11.13,6.96,265.2,65.0,0.0,6.0,1.0,11.0,1.0
252,253.0,2.0,7.733312,-5.078748,1.0,2.0,8.2,3.42,4.78,26.52,9.2,2.1,8.1,265.2,48.0,0.0,6.0,1.0,11.0,1.0
253,254.0,0.0,7.6986125,-4.9675469,6.0,13.0,216000.0,90000.0,126000.0,13.7029702970297,7.4,0.36,9.28,69200.0,55.0,0.0,11.0,1.0,9.0,1.0
254,255.0,28.0,7.7547882,-5.1071,6.0,13.0,11250.0,3750.0,7500.0,48.7,12.0,1.0,7.6,487.0,45.0,0.0,11.0,1.0,9.0,1.0
255,256.0,29.0,7.7021625,-5.0234531,6.0,14.0,2.632,1.095,1.533,117.19666666666666,12.0,1.0,7.6,274.42,8.0,0.0,6.0,1.0,8.0,1.0
256,257.0,32.0,7.764124,-5.0723917,1.0,18.0,1.82,0.755,1.057,13.46,26.0,12.0,8.0,350.0,6.0,0.0,12.0,1.0,3.0,1.0
257,258.0,5.0,7.7131672,-4.9701863,1.0,3.0,35.0,14.6,20.4,16.67,1.89,2.85,1.48,31.5,100.0,0.0,6.0,1.0,0.0,1.0
258,259.0,5.0,7.7131672,-4.9701863,1.0,3.0,23.0,9.6,13.4,16.67,1.89,2.85,1.48,31.5,200.0,0.0,6.0,1.0,0.0,1.0
259,260.0,6.0,7.711374,-5.056545,1.0,3.0,2.19,0.91,1.28,16.67,1.89,2.85,1.48,31.5,30.0,0.0,6.0,1.0,0.0,1.0
260,261.0,0.0,7.686289,-4.958266,1.0,3.0,2.4,1.0,1.4,16.67,1.89,2.85,1.48,31.5,65.0,0.0,6.0,1.0,0.0,1.0
261,262.0,0.0,7.686071,-4.958593,1.0,3.0,6.6,2.75,3.85,16.67,1.89,2.85,1.48,31.5,40.0,0.0,6.0,1.0,0.0,1.0
262,263.0,5.0,7.7114419,-4.9729651,1.0,3.0,3.3,1.4,1.9,16.67,1.89,2.85,1.48,31.5,80.0,0.0,6.0,1.0,0.0,1.0
263,264.0,32.0,7.7641238,-5.0723915,1.0,4.0,1.825,0.798,1.027,4.276923076923077,6.5,18.88,18.49,27.8,6.0,0.0,12.0,1.0,3.0,1.0
264,265.0,32.0,7.7641239,-5.0723916,1.0,4.0,1.825,0.798,1.027,4.276923076923077,6.5,18.88,18.49,27.8,6.0,0.0,12.0,1.0,3.0,1.0
265,266.0,32.0,7.75893,-5.071378,1.0,4.0,3.25,1.35,1.89,4.276923076923077,6.5,18.88,18.49,27.8,5.0,0.0,6.0,1.0,3.0,1.0
266,267.0,32.0,7.75893,-5.071378,1.0,4.0,3.9,1.625,2.275,4.276923076923077,6.5,18.88,18.49,27.8,5.0,0.0,6.0,1.0,3.0,1.0
267,268.0,37.0,7.6738448,-5.0832561,1.0,4.0,3.75,1.55,2.2,10.79815100154083,32.45,19.85,25.05,350.4,7.0,0.0,21.0,1.0,3.0,1.0
268,269.0,10.0,7.649673,-5.012239,1.0,4.0,5.55,2.313,3.237,4.276923076923077,6.5,18.88,18.49,27.8,7.0,0.0,12.0,1.0,3.0,1.0
269,270.0,14.0,7.68116,-5.050556,2.0,21.0,2.12,0.71,1.41,220.9333333333333,0.9,0.12,0.72,198.84,10.0,0.0,6.0,1.0,4.0,1.0
270,271.0,19.0,7.6657929,-5.0428723,3.0,9.0,8.4,3.19,5.22,10.473461538461539,4.195,10.865,9.985,29.65,10.0,1.0,6.0,2.0,13.0,1.0
271,272.0,8.0,7.7141646,-4.970018,7.0,3.0,6.57,2.738,3.832,16.67,1.89,2.85,1.48,31.5,20.0,1.0,18.0,2.0,14.0,1.0
272,273.0,8.0,7.7141646,-4.970018,7.0,3.0,4.5,2.4,2.1,16.67,1.89,2.85,1.48,31.5,20.0,1.0,6.0,2.0,15.0,1.0
273,274.0,0.0,7.6986125,-4.9675469,6.0,24.0,4200.0,1750.0,2450.0,48.7,7.4,0.36,9.28,487.0,25.0,0.0,22.0,2.0,4.0,1.0
274,275.0,28.0,7.7547882,-5.1071,6.0,24.0,93.75,31.25,62.5,15.41860465116279,7.4,0.36,9.28,265.2,100.0,0.0,22.0,2.0,4.0,1.0
275,276.0,7.0,7.6653867,-5.0066489,6.0,24.0,150.0,50.0,100.0,15.41860465116279,7.4,0.36,9.28,265.2,68.0,0.0,19.0,2.0,0.0,1.0
276,277.0,29.0,7.6972026,-5.024676,6.0,24.0,21.657,3.822,17.835,118.80166666666665,7.4,0.36,9.28,115.17,211.0,0.0,22.0,2.0,4.0,1.0
277,278.0,0.0,7.6986125,-4.9675469,6.0,13.0,216000.0,90000.0,126000.0,13.7029702970297,7.4,0.36,9.28,69200.0,55.0,0.0,11.0,2.0,9.0,1.0
278,279.0,28.0,7.7547882,-5.1071,6.0,13.0,11250.0,3750.0,7500.0,48.7,12.0,1.0,7.6,487.0,45.0,0.0,11.0,2.0,9.0,1.0
279,280.0,6.0,7.721363,-5.0507,0.0,25.0,0.18,0.144,0.036,11.39,6.4,1.52,3.16,75.55,30.0,0.0,7.0,2.0,4.0,1.0
280,281.0,15.0,7.721337,-4.9837698,1.0,15.0,37.44,15.6,21.84,22.0,13.5,5.0,10.0,300.0,33.0,0.0,12.0,2.0,3.0,1.0
281,282.0,32.0,7.764124,-5.0723917,1.0,18.0,1.82,0.755,1.057,13.46,26.0,12.0,8.0,350.0,6.0,0.0,19.0,2.0,3.0,1.0
282,283.0,5.0,7.7131672,-4.9701863,1.0,3.0,35.0,14.6,20.4,16.67,1.89,2.85,1.48,31.5,100.0,0.0,12.0,2.0,0.0,1.0
283,284.0,5.0,7.7131672,-4.9701863,1.0,3.0,23.0,9.6,13.4,16.67,1.89,2.85,1.48,31.5,200.0,0.0,12.0,2.0,0.0,1.0
284,285.0,6.0,7.711374,-5.056545,1.0,3.0,2.19,0.91,1.28,16.67,1.89,2.85,1.48,31.5,30.0,0.0,12.0,2.0,0.0,1.0
285,286.0,0.0,7.686289,-4.958266,1.0,3.0,2.4,1.0,1.4,16.67,1.89,2.85,1.48,31.5,65.0,0.0,12.0,2.0,0.0,1.0
286,287.0,0.0,7.686071,-4.958593,1.0,3.0,6.6,2.75,3.85,16.67,1.89,2.85,1.48,31.5,40.0,0.0,12.0,2.0,0.0,1.0
287,288.0,5.0,7.7114419,-4.9729651,1.0,3.0,3.3,1.4,1.9,16.67,1.89,2.85,1.48,31.5,80.0,0.0,12.0,2.0,0.0,1.0
288,289.0,31.0,7.671727,-5.103827,1.0,4.0,1.8,0.75,1.05,7.471938775510204,3.92,20.23,11.9,29.29,4.0,0.0,6.0,2.0,3.0,1.0
289,290.0,31.0,7.671726,-5.103826,1.0,4.0,1.8,0.75,1.05,7.471938775510204,3.92,20.23,11.9,29.29,4.0,0.0,6.0,2.0,3.0,1.0
290,291.0,23.0,7.6956035,-5.1012611,1.0,4.0,24.0,10.0,14.0,4.276923076923077,6.5,18.88,18.49,27.8,5.0,0.0,6.0,2.0,3.0,1.0
291,292.0,23.0,7.6956035,-5.1012611,1.0,4.0,24.0,10.0,14.0,4.276923076923077,6.5,18.88,18.49,27.8,5.0,0.0,19.0,2.0,3.0,1.0
292,293.0,32.0,7.7590129,-5.0665325,1.0,4.0,2.1,0.875,1.225,4.276923076923077,6.5,18.88,18.49,27.8,6.0,0.0,19.0,2.0,3.0,1.0
293,294.0,32.0,7.7641238,-5.0723915,1.0,4.0,1.825,0.798,1.027,4.276923076923077,6.5,18.88,18.49,27.8,6.0,0.0,19.0,2.0,3.0,1.0
294,295.0,32.0,7.7641239,-5.0723916,1.0,4.0,1.825,0.798,1.027,4.276923076923077,6.5,18.88,18.49,27.8,6.0,0.0,19.0,2.0,3.0,1.0
295,296.0,20.0,7.7397625,-5.0028594,1.0,4.0,4.8,2.0,2.8,7.471938775510204,3.92,20.23,11.9,29.29,7.0,0.0,6.0,2.0,3.0,1.0
296,297.0,20.0,7.7399125,-5.0053906,1.0,4.0,31.2,15.61,15.59,7.471938775510204,3.92,20.23,11.9,29.29,17.0,0.0,6.0,2.0,3.0,1.0
297,298.0,5.0,7.7007625,-4.9771094,1.0,4.0,6.72,2.8,3.92,7.471938775510204,3.92,20.23,11.9,29.29,10.0,0.0,6.0,2.0,3.0,1.0
298,299.0,20.0,7.7394625,-5.0051406,1.0,4.0,18.0,7.5,10.5,7.471938775510204,3.92,20.23,11.9,29.29,12.0,0.0,6.0,2.0,3.0,1.0
299,300.0,6.0,7.715266,-5.063604,1.0,4.0,7.8,3.25,4.55,9.15625,3.2,2.5,2.0,29.3,13.0,0.0,6.0,2.0,3.0,1.0
300,301.0,6.0,7.7185358,-5.0553898,1.0,4.0,11.7,4.875,6.825,10.79815100154083,32.45,19.85,25.05,350.4,13.0,0.0,6.0,2.0,3.0,1.0
301,302.0,6.0,7.715266,-5.063604,1.0,4.0,108.0,45.0,63.0,10.79815100154083,32.45,19.85,25.05,350.4,13.0,0.0,6.0,2.0,3.0,1.0
302,303.0,5.0,7.7057697,-4.9788341,1.0,4.0,15.6,6.5,9.1,7.471938775510204,3.92,20.23,11.9,29.29,13.0,0.0,19.0,2.0,3.0,1.0
303,304.0,5.0,7.7057697,-4.9788341,1.0,4.0,15.6,6.5,9.1,7.471938775510204,3.92,20.23,11.9,29.29,13.0,0.0,19.0,2.0,3.0,1.0
304,305.0,5.0,7.7057697,-4.9788341,1.0,4.0,22.5,9.375,13.125,7.471938775510204,3.92,20.23,11.9,29.29,13.0,0.0,19.0,2.0,3.0,1.0
305,306.0,5.0,7.7057697,-4.9788341,1.0,4.0,16.2,6.75,9.45,7.471938775510204,3.92,20.23,11.9,29.29,13.0,0.0,19.0,2.0,3.0,1.0
