ID,Localisation_producteur,X,Y,Secteur_activite,PRO,QA_t_kl,QSS_t_kl,QSP_t_kl,C/N,N_kg/t_L,P_kg/t_L,K_kg/t_L,C_kg/t_L,Prix_FCFA/kg_L,Type,destination,source,utilisation,Origine
306,307.0,6.0,7.715266,-5.063604,1.0,4.0,108.0,45.0,63.0,10.79815100154083,32.45,19.85,25.05,350.4,13.0,0.0,19.0,2.0,3.0,1.0
307,308.0,25.0,7.736619,-5.051762,1.0,4.0,3.0,1.25,1.75,4.276923076923077,6.5,18.88,18.49,27.8,15.0,0.0,19.0,2.0,3.0,1.0
308,309.0,34.0,7.6922859,-4.9730277,1.0,4.0,15.0,8.8,6.2,4.276923076923077,6.5,18.88,18.49,27.8,17.0,0.0,19.0,2.0,3.0,1.0
309,310.0,22.0,7.6938319,-5.0875115,1.0,4.0,8.4,3.5,4.9,9.15625,3.2,2.5,2.0,29.3,33.0,0.0,19.0,2.0,3.0,1.0
310,311.0,6.0,7.7185358,-5.0553898,1.0,4.0,11.7,4.875,6.825,10.79815100154083,32.45,19.85,25.05,350.4,20.0,0.0,6.0,2.0,3.0,1.0
311,312.0,38.0,7.61956,-5.071462,1.0,4.0,12.0,6.0,6.0,7.471938775510204,3.92,20.23,11.9,29.29,20.0,0.0,21.0,2.0,3.0,1.0
312,313.0,23.0,7.708743,-5.0831955,1.0,4.0,57.0,23.75,33.25,4.276923076923077,6.5,18.88,18.49,27.8,20.0,0.0,19.0,2.0,3.0,1.0
313,314.0,20.0,7.7394625,-5.0051406,1.0,4.0,18.0,7.5,10.5,7.471938775510204,3.92,20.23,11.9,29.29,20.0,0.0,19.0,2.0,3.0,1.0
314,315.0,25.0,7.736619,-5.051762,1.0,4.0,8.0,3.76,4.24,4.276923076923077,6.5,18.88,18.49,27.8,25.0,0.0,6.0,2.0,3.0,1.0
315,316.0,18.0,7.673588,-5.145234,1.0,4.0,5.4,2.25,3.15,7.471938775510204,3.92,20.23,11.9,29.29,26.0,0.0,19.0,2.0,3.0,1.0
316,317.0,5.0,7.707676,-4.97578,1.0,4.0,72.0,30.0,42.0,4.276923076923077,6.5,18.88,18.49,27.8,32.0,0.0,19.0,2.0,3.0,1.0
317,318.0,12.0,7.6996121,-5.0986034,1.0,4.0,4.68,1.95,2.73,4.276923076923077,6.5,18.88,18.49,27.8,33.0,0.0,19.0,2.0,3.0,1.0
318,319.0,15.0,7.7202901,-4.9744209,1.0,4.0,35.1,14.625,20.475,7.471938775510204,3.92,20.23,11.9,29.29,33.0,0.0,19.0,2.0,3.0,1.0
319,320.0,15.0,7.7202901,-4.9744209,1.0,4.0,36.0,15.0,21.0,7.471938775510204,3.92,20.23,11.9,29.29,33.0,0.0,19.0,2.0,3.0,1.0
320,321.0,15.0,7.721337,-4.9837698,1.0,4.0,12.0,5.0,7.0,7.471938775510204,3.92,20.23,11.9,29.29,33.0,0.0,19.0,2.0,3.0,1.0
321,322.0,15.0,7.721337,-4.9837698,1.0,4.0,4.68,1.95,2.73,7.471938775510204,3.92,20.23,11.9,29.29,33.0,0.0,19.0,2.0,3.0,1.0
322,323.0,0.0,7.6940811,-4.964046,1.0,4.0,97.2,40.5,56.7,7.471938775510204,3.92,20.23,11.9,29.29,33.0,0.0,19.0,2.0,3.0,1.0
323,324.0,5.0,7.7115159,-4.974332,1.0,4.0,14.4,6.0,8.4,9.15625,3.2,2.5,2.0,29.3,33.0,0.0,19.0,2.0,3.0,1.0
324,325.0,39.0,7.7570356,-5.1138135,1.0,4.0,120.0,50.0,70.0,4.276923076923077,6.5,18.88,18.49,27.8,40.0,0.0,19.0,2.0,3.0,1.0
325,326.0,0.0,7.6884749,-4.9585572,1.0,4.0,1.5,0.5,1.0,7.471938775510204,3.92,20.23,11.9,29.29,300.0,0.0,6.0,2.0,3.0,1.0
326,327.0,0.0,7.6884749,-4.9585572,1.0,4.0,0.5,0.15,0.35,7.471938775510204,3.92,20.23,11.9,29.29,300.0,0.0,6.0,2.0,3.0,1.0
327,328.0,5.0,7.7007625,-4.9771094,1.0,4.0,6.72,2.8,3.92,7.471938775510204,3.92,20.23,11.9,29.29,20.0,0.0,19.0,2.0,3.0,1.0
328,329.0,32.0,7.75893,-5.071378,1.0,4.0,3.25,1.35,1.89,4.276923076923077,6.5,18.88,18.49,27.8,5.0,0.0,6.0,2.0,3.0,1.0
329,330.0,32.0,7.75893,-5.071378,1.0,4.0,3.9,1.625,2.275,4.276923076923077,6.5,18.88,18.49,27.8,5.0,0.0,6.0,2.0,3.0,1.0
330,331.0,37.0,7.6738448,-5.0832561,1.0,4.0,3.75,1.55,2.2,10.79815100154083,32.45,19.85,25.05,350.4,7.0,0.0,6.0,2.0,3.0,1.0
331,332.0,0.0,7.685808,-4.956959,1.0,4.0,12.0,5.0,7.0,7.471938775510204,3.92,20.23,11.9,29.29,17.0,0.0,19.0,2.0,3.0,1.0
332,333.0,12.0,7.7006906,-5.0991083,1.0,4.0,1.2,0.5,0.7,4.276923076923077,6.5,18.88,18.49,27.8,20.0,0.0,6.0,2.0,3.0,1.0
333,334.0,0.0,7.6852842,-4.9577408,1.0,4.0,3.24,1.35,1.89,7.471938775510204,3.92,20.23,11.9,29.29,10.0,0.0,19.0,2.0,3.0,1.0
334,335.0,5.0,7.6931875,-4.9943594,1.0,4.0,7.3,3.0,4.2,7.471938775510204,3.92,20.23,11.9,29.29,20.0,0.0,19.0,2.0,3.0,1.0
335,336.0,10.0,7.649673,-5.012239,1.0,4.0,5.55,2.313,3.237,4.276923076923077,6.5,18.88,18.49,27.8,7.0,0.0,6.0,2.0,3.0,1.0
336,337.0,36.0,7.649673,-5.012239,1.0,4.0,2.55,1.063,1.487,4.276923076923077,6.5,18.88,18.49,27.8,7.0,0.0,6.0,2.0,3.0,1.0
337,338.0,20.0,7.7320375,-4.9979219,1.0,4.0,32.9,8.65,24.25,7.471938775510204,3.92,20.23,11.9,29.29,17.0,0.0,6.0,2.0,3.0,1.0
338,339.0,15.0,7.7212155,-4.9795013,1.0,4.0,43.2,18.0,25.2,7.471938775510204,3.92,20.23,11.9,29.29,10.0,0.0,6.0,2.0,3.0,1.0
339,340.0,15.0,7.72113,-4.9774961,1.0,4.0,74.88,31.2,43.68,7.471938775510204,3.92,20.23,11.9,29.29,33.0,0.0,6.0,2.0,3.0,1.0
340,341.0,2.0,7.7417238,-5.0923163,1.0,4.0,3.75,1.563,4.375,4.276923076923077,6.5,18.88,18.49,27.8,40.0,0.0,19.0,2.0,3.0,1.0
341,342.0,27.0,7.66924,-4.996268,1.0,4.0,3.6,1.5,2.1,4.276923076923077,6.5,18.88,18.49,27.8,13.0,0.0,19.0,2.0,3.0,1.0
342,343.0,22.0,7.7007775,-5.0847988,1.0,26.0,4.5,1.2,3.3,24.21052631578947,19.0,0.0009,1.6,460.0,17.0,0.0,19.0,2.0,3.0,1.0
343,344.0,22.0,7.7007775,-5.0847988,1.0,26.0,14.3,5.96,8.34,24.21052631578947,19.0,0.0009,1.6,460.0,17.0,0.0,19.0,2.0,3.0,1.0
344,345.0,5.0,7.7133702,-4.9680174,1.0,26.0,36.0,15.0,21.0,7.471938775510204,3.92,20.23,11.9,29.29,100.0,0.0,19.0,2.0,3.0,1.0
345,346.0,27.0,7.66927,-4.996318,1.0,26.0,3.375,1.688,1.687,10.79815100154083,32.45,19.85,25.05,350.4,13.0,0.0,19.0,2.0,3.0,1.0
346,347.0,28.0,7.7547882,-5.1071,6.0,27.0,375.0,125.0,250.0,15.41860465116279,7.4,0.36,9.28,265.2,5.0,0.0,22.0,2.0,4.0,1.0
347,348.0,14.0,7.68116,-5.050556,2.0,21.0,2.12,0.71,1.41,220.9333333333333,0.9,0.12,0.72,198.84,108.0,0.0,7.0,2.0,4.0,1.0
348,349.0,2.0,7.733742,-5.080349,6.0,11.0,12.48,5.2,7.28,48.7,10.0,16.0,11.0,487.0,12.5,0.0,7.0,2.0,4.0,1.0
349,350.0,23.0,7.6846867,-5.0949834,6.0,11.0,156.0,65.0,91.0,48.7,10.0,16.0,11.0,487.0,12.5,0.0,7.0,2.0,4.0,1.0
350,351.0,20.0,7.7242375,-5.0000469,6.0,11.0,1998.0,832.5,1165.5,48.7,10.0,16.0,11.0,487.0,15.0,0.0,7.0,2.0,4.0,1.0
351,352.0,40.0,7.680399,-5.046247,6.0,6.0,146.0,63.0,83.0,48.7,11.0,5.0,6.6,487.0,10.0,0.0,7.0,2.0,4.0,1.0
352,353.0,41.0,7.6749675,-5.0832779,6.0,6.0,22.0,9.2,12.8,4.276923076923077,11.0,5.0,6.6,27.8,5.0,0.0,7.0,2.0,4.0,1.0
353,354.0,29.0,7.698722,-5.026311,6.0,6.0,773.76,322.4,451.36,15.41860465116279,11.0,5.0,6.6,265.2,15.0,0.0,7.0,2.0,4.0,1.0
354,355.0,19.0,7.6699296,-5.0500806,6.0,28.0,55.0,22.92,32.08,11.445271713336497,11.0,5.0,6.6,147.245,20.0,0.0,7.0,2.0,4.0,1.0
355,356.0,0.0,7.6979921,-4.9665355,0.0,0.0,139356.0,58065.0,81291.0,13.7029702970297,5050.0,5645.0,3918.0,69200.0,50.0,0.0,12.0,3.0,11.0,1.0
356,357.0,1.0,7.7297761,-5.029549,1.0,1.0,324.0,135.0,189.0,15.41860465116279,17.2,11.13,6.96,265.2,25.0,0.0,12.0,3.0,11.0,1.0
357,358.0,2.0,7.733258,-5.07806,1.0,1.0,36.0,12.0,24.0,15.41860465116279,17.2,11.13,6.96,265.2,80.0,0.0,12.0,3.0,11.0,1.0
358,359.0,3.0,7.7018479,-4.9873749,1.0,1.0,36.5,15.208,21.292,15.41860465116279,17.2,11.13,6.96,265.2,30.0,0.0,12.0,3.0,11.0,1.0
359,360.0,4.0,7.719345,-4.965051,1.0,1.0,48.0,20.0,28.0,15.41860465116279,17.2,11.13,6.96,265.2,80.0,0.0,12.0,3.0,11.0,1.0
360,361.0,4.0,7.7246042,-4.9702225,1.0,1.0,36.0,15.0,21.0,15.41860465116279,17.2,11.13,6.96,265.2,30.0,0.0,12.0,3.0,11.0,1.0
361,362.0,4.0,7.724476,-4.966772,1.0,1.0,107.4,44.75,62.65,15.41860465116279,17.2,11.13,6.96,265.2,65.0,0.0,12.0,3.0,11.0,1.0
362,363.0,2.0,7.733312,-5.078748,1.0,2.0,8.2,3.42,4.78,26.52,9.2,2.1,8.1,265.2,48.0,0.0,12.0,3.0,11.0,1.0
363,364.0,5.0,7.7131672,-4.9701863,1.0,3.0,35.0,14.6,20.4,16.67,1.89,2.85,1.48,31.5,100.0,0.0,20.0,3.0,0.0,1.0
364,365.0,5.0,7.7131672,-4.9701863,1.0,3.0,23.0,9.6,13.4,16.67,1.89,2.85,1.48,31.5,200.0,0.0,20.0,3.0,0.0,1.0
365,366.0,6.0,7.711374,-5.056545,1.0,3.0,2.19,0.91,1.28,16.67,1.89,2.85,1.48,31.5,30.0,0.0,16.0,3.0,0.0,1.0
366,367.0,0.0,7.686289,-4.958266,1.0,3.0,2.4,1.0,1.4,16.67,1.89,2.85,1.48,31.5,65.0,0.0,16.0,3.0,0.0,1.0
367,368.0,0.0,7.686071,-4.958593,1.0,3.0,6.6,2.75,3.85,16.67,1.89,2.85,1.48,31.5,40.0,0.0,16.0,3.0,0.0,1.0
368,369.0,5.0,7.7114419,-4.9729651,1.0,3.0,3.3,1.4,1.9,16.67,1.89,2.85,1.48,31.5,80.0,0.0,16.0,3.0,0.0,1.0
369,370.0,32.0,7.75893,-5.071378,1.0,4.0,3.25,1.35,1.89,4.276923076923077,6.5,18.88,18.49,27.8,5.0,0.0,12.0,3.0,3.0,1.0
370,371.0,32.0,7.75893,-5.071378,1.0,4.0,3.9,1.625,2.275,4.276923076923077,6.5,18.88,18.49,27.8,5.0,0.0,12.0,3.0,3.0,1.0
371,372.0,0.0,7.685808,-4.956959,1.0,4.0,12.0,5.0,7.0,7.471938775510204,3.92,20.23,11.9,29.29,17.0,0.0,12.0,3.0,3.0,1.0
372,373.0,12.0,7.7006906,-5.0991083,1.0,4.0,1.2,0.5,0.7,4.276923076923077,6.5,18.88,18.49,27.8,20.0,0.0,6.0,3.0,3.0,1.0
373,374.0,0.0,7.6852842,-4.9577408,1.0,4.0,3.24,1.35,1.89,7.471938775510204,3.92,20.23,11.9,29.29,10.0,0.0,6.0,3.0,3.0,1.0
374,375.0,5.0,7.6931875,-4.9943594,1.0,4.0,7.3,3.0,4.2,7.471938775510204,3.92,20.23,11.9,29.29,20.0,0.0,6.0,3.0,3.0,1.0
375,376.0,15.0,7.7212155,-4.9795013,1.0,4.0,43.2,18.0,25.2,7.471938775510204,3.92,20.23,11.9,29.29,10.0,0.0,20.0,3.0,3.0,1.0
376,377.0,15.0,7.72113,-4.9774961,1.0,4.0,74.88,31.2,43.68,7.471938775510204,3.92,20.23,11.9,29.29,33.0,0.0,20.0,3.0,3.0,1.0
377,378.0,2.0,7.7417238,-5.0923163,1.0,4.0,3.75,1.563,4.375,4.276923076923077,6.5,18.88,18.49,27.8,40.0,0.0,20.0,3.0,3.0,1.0
378,379.0,27.0,7.66924,-4.996268,1.0,4.0,3.6,1.5,2.1,4.276923076923077,6.5,18.88,18.49,27.8,13.0,0.0,6.0,3.0,3.0,1.0
379,380.0,27.0,7.66927,-4.996318,1.0,26.0,3.375,1.688,1.687,10.79815100154083,32.45,19.85,25.05,350.4,13.0,0.0,6.0,3.0,3.0,1.0
380,381.0,2.0,7.733742,-5.080349,6.0,11.0,12.48,5.2,7.28,48.7,10.0,16.0,11.0,487.0,12.5,0.0,8.0,3.0,4.0,1.0
381,382.0,23.0,7.6846867,-5.0949834,6.0,11.0,156.0,65.0,91.0,48.7,10.0,16.0,11.0,487.0,12.5,0.0,23.0,3.0,4.0,1.0
382,383.0,40.0,7.680399,-5.046247,6.0,6.0,146.0,63.0,83.0,48.7,11.0,5.0,6.6,487.0,10.0,0.0,8.0,3.0,4.0,1.0
383,384.0,41.0,7.6749675,-5.0832779,6.0,6.0,22.0,9.2,12.8,4.276923076923077,11.0,5.0,6.6,27.8,5.0,0.0,8.0,3.0,4.0,1.0
384,385.0,29.0,7.698722,-5.026311,6.0,6.0,773.76,322.4,451.36,15.41860465116279,11.0,5.0,6.6,265.2,15.0,0.0,8.0,3.0,4.0,1.0
385,386.0,19.0,7.6699296,-5.0500806,6.0,28.0,55.0,22.92,32.08,7.471938775510204,11.0,5.0,6.6,29.29,20.0,0.0,8.0,3.0,4.0,1.0
386,387.0,19.0,7.6741824,-5.0564076,1.0,29.0,1.2,0.455,0.747,7.537537039231953,19.475,19.365000000000002,21.77,189.1,13.0,0.0,6.0,3.0,16.0,1.0
387,388.0,29.0,7.6972026,-5.024676,6.0,24.0,21.657,3.822,17.835,16.67,7.4,0.36,9.28,31.5,211.0,0.0,1.0,0.0,4.0,1.0
388,389.0,0.0,7.6979921,-4.9665355,0.0,0.0,139356.0,58065.0,81291.0,13.7029702970297,5050.0,5645.0,3918.0,69200.0,50.0,0.0,0.0,0.0,11.0,1.0
389,390.0,1.0,7.7297761,-5.029549,1.0,1.0,324.0,135.0,189.0,15.41860465116279,17.2,11.13,6.96,265.2,25.0,0.0,1.0,0.0,11.0,1.0
390,391.0,2.0,7.733258,-5.07806,1.0,1.0,36.0,12.0,24.0,15.41860465116279,17.2,11.13,6.96,265.2,80.0,0.0,1.0,0.0,11.0,1.0
391,392.0,3.0,7.7018479,-4.9873749,1.0,1.0,36.5,15.208,21.292,15.41860465116279,17.2,11.13,6.96,265.2,30.0,0.0,1.0,0.0,11.0,1.0
392,393.0,4.0,7.719345,-4.965051,1.0,1.0,48.0,20.0,28.0,15.41860465116279,17.2,11.13,6.96,265.2,80.0,0.0,2.0,0.0,11.0,1.0
393,394.0,4.0,7.7246042,-4.9702225,1.0,1.0,36.0,15.0,21.0,15.41860465116279,17.2,11.13,6.96,265.2,30.0,0.0,2.0,0.0,11.0,1.0
394,395.0,4.0,7.724476,-4.966772,1.0,1.0,107.4,44.75,62.65,15.41860465116279,17.2,11.13,6.96,265.2,65.0,0.0,2.0,0.0,11.0,1.0
395,396.0,2.0,7.733312,-5.078748,1.0,2.0,8.2,3.42,4.78,26.52,9.2,2.1,8.1,265.2,48.0,0.0,1.0,0.0,11.0,1.0
396,397.0,5.0,7.7131672,-4.9701863,1.0,3.0,35.0,14.6,20.4,16.67,1.89,2.85,1.48,31.5,100.0,0.0,1.0,0.0,0.0,1.0
397,398.0,5.0,7.7131672,-4.9701863,1.0,3.0,23.0,9.6,13.4,16.67,1.89,2.85,1.48,31.5,200.0,0.0,1.0,0.0,0.0,1.0
398,399.0,6.0,7.711374,-5.056545,1.0,3.0,2.19,0.91,1.28,16.67,1.89,2.85,1.48,31.5,30.0,0.0,1.0,0.0,0.0,1.0
399,400.0,0.0,7.686289,-4.958266,1.0,3.0,2.4,1.0,1.4,16.67,1.89,2.85,1.48,31.5,65.0,0.0,1.0,0.0,0.0,1.0
400,401.0,0.0,7.686071,-4.958593,1.0,3.0,6.6,2.75,3.85,16.67,1.89,2.85,1.48,31.5,40.0,0.0,1.0,0.0,0.0,1.0
401,402.0,5.0,7.7114419,-4.9729651,1.0,3.0,3.3,1.4,1.9,16.67,1.89,2.85,1.48,31.5,80.0,0.0,1.0,0.0,0.0,1.0
402,403.0,10.0,7.649673,-5.012239,1.0,4.0,5.55,2.313,3.237,4.276923076923077,6.5,18.88,18.49,27.8,7.0,0.0,1.0,0.0,3.0,1.0
403,404.0,36.0,7.649673,-5.012239,1.0,4.0,2.55,1.063,1.487,4.276923076923077,6.5,18.88,18.49,27.8,7.0,0.0,1.0,0.0,3.0,1.0
404,405.0,20.0,7.7320375,-4.9979219,1.0,4.0,32.9,8.65,24.25,7.471938775510204,3.92,20.23,11.9,29.29,17.0,0.0,1.0,0.0,3.0,1.0
405,406.0,15.0,7.7212155,-4.9795013,1.0,4.0,43.2,18.0,25.2,7.471938775510204,3.92,20.23,11.9,29.29,10.0,0.0,1.0,0.0,3.0,1.0
406,407.0,15.0,7.72113,-4.9774961,1.0,4.0,74.88,31.2,43.68,7.471938775510204,3.92,20.23,11.9,29.29,33.0,0.0,1.0,0.0,3.0,1.0
407,408.0,2.0,7.7417238,-5.0923163,1.0,4.0,3.75,1.563,4.375,4.276923076923077,6.5,18.88,18.49,27.8,40.0,0.0,1.0,0.0,3.0,1.0
408,409.0,27.0,7.66924,-4.996268,1.0,4.0,3.6,1.5,2.1,4.276923076923077,6.5,18.88,18.49,27.8,13.0,0.0,1.0,0.0,3.0,1.0
409,410.0,0.0,7.6979921,-4.9665355,0.0,0.0,139356.0,58065.0,81291.0,13.7029702970297,5050.0,5645.0,3918.0,69200.0,50.0,0.0,0.0,0.0,8.0,2.0
410,411.0,1.0,7.7297761,-5.029549,1.0,1.0,324.0,135.0,189.0,15.41860465116279,17.2,11.13,6.96,265.2,25.0,0.0,1.0,0.0,8.0,2.0
411,412.0,2.0,7.733258,-5.07806,1.0,1.0,36.0,12.0,24.0,15.41860465116279,17.2,11.13,6.96,265.2,80.0,0.0,1.0,0.0,8.0,2.0
412,413.0,3.0,7.7018479,-4.9873749,1.0,1.0,36.5,15.208,21.292,15.41860465116279,17.2,11.13,6.96,265.2,30.0,0.0,1.0,0.0,8.0,2.0
413,414.0,27.0,7.6659831,-5.0010893,1.0,1.0,48.0,20.0,28.0,15.41860465116279,17.2,11.13,6.96,265.2,40.0,0.0,1.0,0.0,3.0,2.0
414,415.0,20.0,7.7290125,-5.0015781,1.0,1.0,8.4,3.5,4.9,15.41860465116279,17.2,11.13,6.96,265.2,32.0,0.0,1.0,0.0,3.0,2.0
415,416.0,42.0,7.727388,-5.073164,1.0,1.0,9.0,3.75,5.25,15.41860465116279,17.2,11.13,6.96,265.2,67.0,0.0,1.0,0.0,3.0,2.0
416,417.0,1.0,7.729776,-5.0295489,1.0,1.0,42.0,17.5,24.5,15.41860465116279,17.2,11.13,6.96,265.2,105.0,0.0,1.0,0.0,3.0,2.0
417,418.0,16.0,7.7071375,-5.0319531,1.0,1.0,10.2,6.0,4.2,15.41860465116279,17.2,11.13,6.96,265.2,48.0,0.0,1.0,0.0,3.0,2.0
418,419.0,4.0,7.719345,-4.965051,1.0,1.0,48.0,20.0,28.0,15.41860465116279,17.2,11.13,6.96,265.2,80.0,0.0,2.0,0.0,8.0,2.0
419,420.0,4.0,7.7246042,-4.9702225,1.0,1.0,36.0,15.0,21.0,15.41860465116279,17.2,11.13,6.96,265.2,30.0,0.0,2.0,0.0,8.0,2.0
420,421.0,4.0,7.724476,-4.966772,1.0,1.0,107.4,44.75,62.65,15.41860465116279,17.2,11.13,6.96,265.2,65.0,0.0,2.0,0.0,8.0,2.0
421,422.0,4.0,7.724696,-4.966378,1.0,1.0,30.0,12.5,17.5,15.41860465116279,17.2,11.13,6.96,265.2,5.0,0.0,2.0,0.0,3.0,2.0
422,423.0,4.0,7.721501,-4.966455,1.0,1.0,60.0,25.0,35.0,15.41860465116279,17.2,11.13,6.96,265.2,40.0,0.0,2.0,0.0,3.0,2.0
423,424.0,4.0,7.723819,-4.9708481,1.0,1.0,84.0,35.0,49.0,15.41860465116279,17.2,11.13,6.96,265.2,24.0,0.0,2.0,0.0,3.0,2.0
424,425.0,7.0,7.661559,-4.998232,1.0,1.0,25.2,10.5,14.7,15.41860465116279,17.2,11.13,6.96,265.2,24.0,0.0,2.0,0.0,3.0,2.0
425,426.0,1.0,7.729776,-5.0295489,1.0,15.0,73.0,30.415,42.585,22.0,13.5,5.0,10.0,300.0,32.0,0.0,1.0,0.0,3.0,2.0
426,427.0,1.0,7.729776,-5.0295489,1.0,16.0,36.5,15.208,21.292,33.33,15.0,7.0,10.0,500.0,115.5,0.0,1.0,0.0,3.0,2.0
427,428.0,5.0,7.7131672,-4.9701863,1.0,3.0,35.0,14.6,20.4,16.67,1.89,2.85,1.48,31.5,100.0,0.0,1.0,0.0,3.0,2.0
428,429.0,5.0,7.7131672,-4.9701863,1.0,3.0,23.0,9.6,13.4,16.67,1.89,2.85,1.48,31.5,200.0,0.0,1.0,0.0,3.0,2.0
429,430.0,6.0,7.711374,-5.056545,1.0,3.0,2.19,0.91,1.28,16.67,1.89,2.85,1.48,31.5,30.0,0.0,1.0,0.0,3.0,2.0
430,431.0,0.0,7.686289,-4.958266,1.0,3.0,2.4,1.0,1.4,16.67,1.89,2.85,1.48,31.5,65.0,0.0,1.0,0.0,3.0,2.0
431,432.0,0.0,7.686071,-4.958593,1.0,3.0,6.6,2.75,3.85,16.67,1.89,2.85,1.48,31.5,40.0,0.0,1.0,0.0,3.0,2.0
432,433.0,5.0,7.7114419,-4.9729651,1.0,3.0,3.3,1.4,1.9,16.67,1.89,2.85,1.48,31.5,80.0,0.0,1.0,0.0,3.0,2.0
433,434.0,9.0,7.6165171,-5.0362038,1.0,3.0,7.665,3.195,4.473,16.67,1.89,2.85,1.48,31.5,45.0,0.0,1.0,0.0,3.0,2.0
434,435.0,5.0,7.7140038,-4.9695952,1.0,3.0,14.0,5.85,8.15,16.67,1.89,2.85,1.48,31.5,42.5,0.0,1.0,0.0,16.0,2.0
435,436.0,3.0,7.7047982,-4.9849126,1.0,3.0,3.285,1.369,1.916,16.67,1.89,2.85,1.48,31.5,72.5,0.0,3.0,0.0,3.0,2.0
436,437.0,27.0,7.66924,-4.996268,1.0,4.0,3.6,1.5,2.1,4.276923076923077,6.5,18.88,18.49,27.8,13.0,0.0,1.0,0.0,3.0,2.0
437,438.0,26.0,7.65354,-5.016931,1.0,4.0,292.8,122.0,170.8,4.276923076923077,6.5,18.88,18.49,27.8,7.5,0.0,1.0,0.0,3.0,2.0
438,439.0,30.0,7.6606237,-5.0540714,1.0,4.0,7.15,3.129,4.021,4.276923076923077,6.5,18.88,18.49,27.8,13.0,0.0,1.0,0.0,3.0,2.0
439,440.0,30.0,7.6606237,-5.0540714,1.0,4.0,1.95,0.732,1.218,4.276923076923077,6.5,18.88,18.49,27.8,13.0,0.0,1.0,0.0,3.0,2.0
440,441.0,37.0,7.6698944,-5.0845758,1.0,4.0,11.7,4.875,6.825,7.471938775510204,3.92,20.23,11.9,29.29,13.0,0.0,1.0,0.0,3.0,2.0
441,442.0,37.0,7.6698944,-5.0845758,1.0,4.0,78.0,36.72,41.28,7.471938775510204,3.92,20.23,11.9,29.29,21.5,0.0,1.0,0.0,3.0,2.0
442,443.0,37.0,7.6698944,-5.0845758,1.0,4.0,104.0,43.0,60.2,7.471938775510204,3.92,20.23,11.9,29.29,33.0,0.0,1.0,0.0,3.0,2.0
443,444.0,36.0,7.6414625,-5.0209531,1.0,4.0,3.6,1.5,2.1,4.276923076923077,6.5,18.88,18.49,27.8,13.0,0.0,1.0,0.0,3.0,2.0
444,445.0,11.0,7.6599117,-5.0578214,1.0,4.0,0.675,0.338,0.338,4.276923076923077,6.5,18.88,18.49,27.8,46.5,0.0,1.0,0.0,3.0,2.0
445,446.0,33.0,7.7277625,-4.9935156,1.0,4.0,11.7,4.875,6.825,7.471938775510204,3.92,20.23,11.9,29.29,29.0,0.0,1.0,0.0,3.0,2.0
446,447.0,0.0,7.6852843,-4.9577409,1.0,4.0,2.52,0.98,1.54,7.471938775510204,3.92,20.23,11.9,29.29,60.0,0.0,1.0,0.0,3.0,2.0
447,448.0,0.0,7.6852844,-4.957741,1.0,4.0,2.16,0.84,1.32,7.471938775510204,3.92,20.23,11.9,29.29,60.0,0.0,1.0,0.0,3.0,2.0
448,449.0,15.0,7.7162807,-4.9812361,1.0,4.0,54.6,22.75,31.85,7.471938775510204,3.92,20.23,11.9,29.29,100.0,0.0,1.0,0.0,3.0,2.0
449,450.0,20.0,7.720978,-5.004407,1.0,30.0,23.4,9.75,13.65,10.79815100154083,32.45,19.85,25.05,350.4,19.0,0.0,1.0,0.0,3.0,2.0
450,451.0,3.0,7.705434,-4.985853,2.0,21.0,1.06,0.354,0.706,220.9333333333333,0.9,0.12,0.72,198.84,108.0,0.0,1.0,0.0,4.0,2.0
451,452.0,3.0,7.705434,-4.985853,3.0,6.0,0.75,0.375,0.375,7.471938775510204,11.0,5.0,6.6,29.29,55.0,0.0,1.0,0.0,4.0,2.0
452,453.0,0.0,7.6979921,-4.9665355,0.0,0.0,139356.0,58065.0,81291.0,13.7029702970297,5050.0,5645.0,3918.0,69200.0,50.0,0.0,6.0,1.0,8.0,2.0
453,454.0,27.0,7.669656,-4.995378,1.0,1.0,187.2,78.0,109.2,15.41860465116279,17.2,11.13,6.96,265.2,68.0,0.0,10.0,1.0,3.0,2.0
454,455.0,27.0,7.669692,-4.996481,1.0,1.0,25.5,10.5,14.7,15.41860465116279,17.2,11.13,6.96,265.2,150.0,0.0,10.0,1.0,3.0,2.0
455,456.0,27.0,7.669692,-4.996481,1.0,1.0,3.96,1.65,2.31,15.41860465116279,17.2,11.13,6.96,265.2,55.0,0.0,10.0,1.0,3.0,2.0
456,457.0,1.0,7.7297761,-5.029549,1.0,1.0,324.0,135.0,189.0,15.41860465116279,17.2,11.13,6.96,265.2,25.0,0.0,6.0,1.0,8.0,2.0
457,458.0,2.0,7.733258,-5.07806,1.0,1.0,36.0,12.0,24.0,15.41860465116279,17.2,11.13,6.96,265.2,80.0,0.0,6.0,1.0,8.0,2.0
458,459.0,3.0,7.7018479,-4.9873749,1.0,1.0,36.5,15.208,21.292,15.41860465116279,17.2,11.13,6.96,265.2,30.0,0.0,6.0,1.0,8.0,2.0
459,460.0,1.0,7.729776,-5.0295489,1.0,1.0,42.0,17.5,24.5,15.41860465116279,17.2,11.13,6.96,265.2,105.0,0.0,12.0,1.0,3.0,2.0
460,461.0,4.0,7.719345,-4.965051,1.0,1.0,48.0,20.0,28.0,15.41860465116279,17.2,11.13,6.96,265.2,80.0,0.0,6.0,1.0,8.0,2.0
